,AAPL,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,highVarProb,long_exposure,long_value,longs_count,lowVarProb,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2009-03-12 20:00:00+00:00,96.35000000000001,0.0,0.0,0.0,0.12888107791446934,0.511495433313041,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.784334598078213,0.0,0.0,0,0.2156654019217869,0.0,0.0,0.0,[],2009-03-12 20:00:00+00:00,2009-03,2009-03-12 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,0.0,0,,100000.0,0.0,0.0,48,[],0.0
2009-03-13 20:00:00+00:00,95.93,0.0,0.0,0.0,0.1239601640304624,0.5064168584172998,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.8596381188351576,0.0,0.0,0,0.14036188116484244,0.0,0.0,0.0,[],2009-03-13 20:00:00+00:00,2009-03,2009-03-13 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,0.0,0,,100000.0,0.0,0.0,49,[],0.0
2009-03-16 20:00:00+00:00,95.42,0.0,0.0,0.0,0.11798476859988227,0.5015605376554668,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.9749553674301347,0.0,0.0,0,0.025044632569865298,0.0,0.0,0.0,[],2009-03-16 20:00:00+00:00,2009-03,2009-03-16 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,0.0,0,,100000.0,0.0,0.0,50,[],0.0
2009-03-17 20:00:00+00:00,99.66,0.0,0.0,0.0,0.16766256590509587,0.505104763974865,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.8578558897872491,0.0,0.0,0,0.14214411021275086,0.0,0.0,0.0,[],2009-03-17 20:00:00+00:00,2009-03,2009-03-17 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,0.0,0,,100000.0,0.0,0.0,51,[],0.0
2009-03-18 20:00:00+00:00,101.52,0.0,0.0,0.0,0.1894551845342698,0.5012356869275477,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.9733393793588839,0.0,0.0,0,0.026660620641115993,0.0,0.0,0.0,[],2009-03-18 20:00:00+00:00,2009-03,2009-03-18 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,0.0,0,,100000.0,0.0,0.0,52,[],0.0
2009-03-19 20:00:00+00:00,101.62,0.0,0.0,0.0,0.1906268306971286,0.49643140133816244,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.06319226191705729,0.0,0.0,0,0.9368077380829427,0.0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2009-03-19 20:00:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 921, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(8 [AAPL]), 'dt': Timestamp('2009-03-19 20:00:00+0000', tz='UTC'), 'id': '33b9aa11dc954009981a3a823382d603', 'filled': 0}]",2009-03-19 20:00:00+00:00,2009-03,2009-03-19 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,0.0,0,,100000.0,0.0,0.0,53,[],0.0
2009-03-20 20:00:00+00:00,101.59,0.0010305067909351338,-0.0004770319499999287,-0.002261048692770496,0.19027533684827103,0.4918043334138237,3.744819071741752e-05,-93612.093195,6387.906805000008,93564.39,93564.39,0.0,0.9360904450503786,0.044476626692264105,93564.39,93564.39,1,0.955523373307736,-0.00047703194999996866,0.9360904450503786,0.9360904450503786,"[{'status': 1, 'created': Timestamp('2009-03-19 20:00:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 921, 'stop_reached': False, 'commission': 0.921, 'reason': None, 'limit': None, 'sid': Equity(8 [AAPL]), 'dt': Timestamp('2009-03-20 20:00:00+0000', tz='UTC'), 'id': '33b9aa11dc954009981a3a823382d603', 'filled': 921}]",2009-03-20 20:00:00+00:00,2009-03,2009-03-20 13:31:00+00:00,-47.703194999994594,99952.296805,"[{'amount': 921L, 'last_sale_price': 101.59, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.0004770319499999287,-2.1602468994692865,0.0,0.0,0,-2.1602468994692865,100000.0,0.0,0.0,54,"[{'commission': None, 'amount': 921, 'sid': Equity(8 [AAPL]), 'order_id': '33b9aa11dc954009981a3a823382d603', 'price': 101.640795, 'dt': Timestamp('2009-03-20 20:00:00+0000', tz='UTC')}]",0.0
2009-03-23 20:00:00+00:00,107.66,0.11974540064438055,0.0554276680500001,0.18621126814151195,0.2613942589338012,0.501784385975843,0.05709338834996291,0.0,6387.906805000008,99154.86,99154.86,0.0,0.9394756552402852,0.9461592622700489,99154.86,99154.86,1,0.05384073772995116,-0.00047703194999996866,0.9394756552402852,0.9394756552402852,[],2009-03-23 20:00:00+00:00,2009-03,2009-03-23 13:31:00+00:00,5590.470000000001,105542.766805,"[{'amount': 921L, 'last_sale_price': 107.66, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.055931381055771334,2.1218497213791725,0.0,0.0,0,248.83248124994842,6387.906805000008,93564.39,93564.39,55,[],0.0
2009-03-24 20:00:00+00:00,106.83,0.11993588300390462,0.04778336804999994,0.15034680449986304,0.25166959578207315,0.497900115100882,0.05879457081529306,0.0,6387.906805000008,98390.43,98390.43,0.0,0.9390340885359885,0.97886114729787,98390.43,98390.43,1,0.021138852702129975,-0.007242845939526803,0.9394756552402852,0.9390340885359885,[],2009-03-24 20:00:00+00:00,2009-03,2009-03-24 13:31:00+00:00,-764.4300000000076,104778.336805,"[{'amount': 921L, 'last_sale_price': 106.83, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.007242845939526732,1.8088978778856202,0.0,0.0,0,14.089895190673387,6387.906805000008,99154.86,99154.86,56,[],0.0
2009-03-25 20:00:00+00:00,106.49000000000001,0.11913547925423967,0.04465196805000016,0.13480363055893396,0.24768599882835307,0.49369858085277013,0.059267816251250494,0.0,6387.906805000008,98077.29000000001,98077.29000000001,0.0,0.938851339964218,0.9787517480774118,98077.29000000001,98077.29000000001,1,0.021248251922588193,-0.01020979487860977,0.9394756552402852,0.938851339964218,[],2009-03-25 20:00:00+00:00,2009-03,2009-03-25 13:31:00+00:00,-313.13999999998487,104465.19680500001,"[{'amount': 921L, 'last_sale_price': 106.49000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.002988594871311534,1.6781974519807255,0.0,0.0,0,12.113433625067284,6387.906805000008,98390.43,98390.43,57,[],0.0
2009-03-26 20:00:00+00:00,109.87,0.13266395595364372,0.07578176805000014,0.23743405722309105,0.2872876391329813,0.49266539392220193,0.07268849747812899,0.0,6387.906805000008,101190.27,101190.27,0.0,0.9406207932248289,0.9705978482364812,101190.27,101190.27,1,0.02940215176351869,-0.01020979487860977,0.9406207932248289,0.9406207932248289,[],2009-03-26 20:00:00+00:00,2009-03,2009-03-26 13:31:00+00:00,3112.979999999996,107578.17680500001,"[{'amount': 921L, 'last_sale_price': 109.87, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.029799206771331077,2.4570212215697165,0.0,0.0,0,19.921475901422408,6387.906805000008,98077.29000000001,98077.29000000001,58,[],0.0
2009-03-27 20:00:00+00:00,106.85000000000001,0.142983524279647,0.04796756805000024,0.11630002446989073,0.25190392501464487,0.4929461685940416,0.0867766369894819,0.0,6387.906805000008,98408.85,98408.85,0.0,0.9390448044409784,0.9731780605392923,98408.85,98408.85,1,0.026821939460707673,-0.02585487208099541,0.9406207932248289,0.9390448044409784,[],2009-03-27 20:00:00+00:00,2009-03,2009-03-27 13:31:00+00:00,-2781.4199999999983,104796.75680500001,"[{'amount': 921L, 'last_sale_price': 106.85000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.02585487208099546,1.4687179003468696,0.0,0.0,0,3.7606349794699834,6387.906805000008,101190.27,101190.27,59,[],0.0
2009-03-30 20:00:00+00:00,104.49000000000001,0.1485012571064284,0.026231968050000276,0.026739688744450294,0.22425307557117669,0.4917299841737446,0.09561093273799522,0.0,6387.906805000008,96235.29000000001,96235.29000000001,0.0,0.9377537729882064,0.9756106735192175,96235.29000000001,96235.29000000001,1,0.02438932648078245,-0.04605934165422382,0.9406207932248289,0.9377537729882064,[],2009-03-30 20:00:00+00:00,2009-03,2009-03-30 13:31:00+00:00,-2173.5599999999977,102623.19680500001,"[{'amount': 921L, 'last_sale_price': 104.49000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.020740718188869467,0.8039757135477391,0.0,0.0,0,1.7102866510312271,6387.906805000008,98408.85,98408.85,60,[],0.0
2009-03-31 20:00:00+00:00,105.12,0.14763447160662038,0.032034268050000314,0.047092832645892514,0.23163444639718733,0.4876352188582255,0.09579955073029384,0.0,6387.906805000008,96815.52,96815.52,0.0,0.9381037335410405,0.980525683298505,96815.52,96815.52,1,0.019474316701495166,-0.04605934165422382,0.9406207932248289,0.9381037335410405,[],2009-03-31 20:00:00+00:00,2009-03,2009-03-31 13:31:00+00:00,580.2299999999959,103203.42680500001,"[{'amount': 921L, 'last_sale_price': 105.12, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.00565398485005808,0.9536499984676813,0.0,0.0,0,2.03358310388867,6387.906805000008,96235.29000000001,96235.29000000001,61,[],0.0
2009-04-01 20:00:00+00:00,108.69,0.15943870088817583,0.06491396805000016,0.14650873625770744,0.27346221441124685,0.48740899615706956,0.11042483268383749,0.0,6387.906805000008,100103.48999999999,100103.48999999999,0.0,0.9400148087389902,0.028712245590693807,100103.48999999999,100103.48999999999,1,0.9712877544093063,-0.04605934165422382,0.9406207932248289,0.9400148087389902,[],2009-04-01 20:00:00+00:00,2009-04,2009-04-01 13:31:00+00:00,3287.9699999999866,106491.396805,"[{'amount': 921L, 'last_sale_price': 108.69, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.03185911652151341,1.680976278714467,0.0,0.0,0,3.9027559780127747,6387.906805000008,96815.52,96815.52,62,[],0.0
2009-04-02 20:00:00+00:00,112.71000000000001,0.1719141221097795,0.10193816805000044,0.24660354042893182,0.3205623901581711,0.4878441652577485,0.12692800469147147,0.0,6387.906805000008,103805.91,103805.91,0.0,0.9420302609509923,0.9703039372355271,103805.91,103805.91,1,0.029696062764472956,-0.04605934165422382,0.9420302609509923,0.9420302609509923,[],2009-04-02 20:00:00+00:00,2009-04,2009-04-02 13:31:00+00:00,3702.420000000013,110193.81680500001,"[{'amount': 921L, 'last_sale_price': 112.71000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.03476731558681356,2.343191833663921,0.0,0.0,0,5.913027442797658,6387.906805000008,100103.48999999999,100103.48999999999,63,[],0.0
2009-04-03 20:00:00+00:00,115.99000000000001,0.1780716124459678,0.13214696805000048,0.32399092091062937,0.3589923842999403,0.4863368083909465,0.1360964246325632,0.0,6387.906805000008,106826.79000000001,106826.79000000001,0.0,0.9435770532866199,0.9747712768907135,106826.79000000001,106826.79000000001,1,0.02522872310928653,-0.04605934165422382,0.9435770532866199,0.9435770532866199,[],2009-04-03 20:00:00+00:00,2009-04,2009-04-03 13:31:00+00:00,3020.8800000000047,113214.69680500001,"[{'amount': 921L, 'last_sale_price': 115.99000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.02741424235577372,2.833001596974901,0.0,0.0,0,7.463657786731582,6387.906805000008,103805.91,103805.91,64,[],0.0
2009-04-06 20:00:00+00:00,118.45,0.1801987277967504,0.1548035680500004,0.37958804452925704,0.3878148799062673,0.48354279712030895,0.1402846268936891,0.0,6387.906805000008,109092.45,109092.45,0.0,0.9446840399377479,0.02243159935000434,109092.45,109092.45,1,0.9775684006499957,-0.04605934165422382,0.9446840399377479,0.9446840399377479,[],2009-04-06 20:00:00+00:00,2009-04,2009-04-06 13:31:00+00:00,2265.659999999989,115480.356805,"[{'amount': 921L, 'last_sale_price': 118.45, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.02001206613574502,3.1870436787282928,0.0,0.0,0,8.562816462449803,6387.906805000008,106826.79000000001,106826.79000000001,65,[],0.0
2009-04-07 20:00:00+00:00,115.0,0.18804616786082834,0.12302906805000036,0.2667446180648711,0.34739308728763807,0.48455803750325743,0.15432845143524926,0.0,6387.906805000008,105915.0,105915.0,0.0,0.9431189540259024,0.029147239026081573,105915.0,105915.0,1,0.9708527609739184,-0.04605934165422382,0.9446840399377479,0.9431189540259024,[],2009-04-07 20:00:00+00:00,2009-04,2009-04-07 13:31:00+00:00,-3177.449999999997,112302.906805,"[{'amount': 921L, 'last_sale_price': 115.0, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.027515069124400493,2.449090834133105,0.0,0.0,0,5.382580116584984,6387.906805000008,109092.45,109092.45,66,[],0.0
2009-04-08 20:00:00+00:00,116.32000000000001,0.18743023235603448,0.13518626805000022,0.29573638695921006,0.3628588166373743,0.48103808774248247,0.1551725576400124,0.0,6387.906805000008,107130.72,107130.72,0.0,0.9437281177125846,0.980662357412708,107130.72,107130.72,1,0.019337642587292023,-0.04605934165422382,0.9446840399377479,0.9437281177125846,[],2009-04-08 20:00:00+00:00,2009-04,2009-04-08 13:31:00+00:00,1215.7200000000012,113518.626805,"[{'amount': 921L, 'last_sale_price': 116.32000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.010825365385340735,2.637699778583961,0.0,0.0,0,5.82172333111962,6387.906805000008,105915.0,105915.0,67,[],0.0
2009-04-09 20:00:00+00:00,119.57000000000001,0.19186765033008304,0.16511876805000036,0.3625447612542416,0.4009373169302859,0.4794586332068692,0.1628595612437987,0.0,6387.906805000008,110123.97,110123.97,0.0,0.945173771291221,0.41215142288862383,110123.97,110123.97,1,0.5878485771113762,-0.04605934165422382,0.945173771291221,0.945173771291221,[],2009-04-09 20:00:00+00:00,2009-04,2009-04-09 13:31:00+00:00,2993.25,116511.876805,"[{'amount': 921L, 'last_sale_price': 119.57000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.026367919382444205,3.0480944834955093,0.0,0.0,0,6.9379919715810665,6387.906805000008,107130.72,107130.72,68,[],0.0
2009-04-13 20:00:00+00:00,120.22,0.19052772404439405,0.17110526805000026,0.3728211284678233,0.40855301698886826,0.47592014626868195,0.1628604643082117,0.0,6387.906805000008,110722.62,110722.62,0.0,0.9454540340712798,0.9818958349759719,110722.62,110722.62,1,0.01810416502402802,-0.04605934165422382,0.9454540340712798,0.9454540340712798,[],2009-04-13 20:00:00+00:00,2009-04,2009-04-13 13:31:00+00:00,598.6499999999942,117110.526805,"[{'amount': 921L, 'last_sale_price': 120.22, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.005138102796180322,3.123535783997223,0.0,0.0,0,7.111780848218153,6387.906805000008,110123.97,110123.97,69,[],0.0
2009-04-14 20:00:00+00:00,118.31,0.19199599702098724,0.1535141680500005,0.31662097703754366,0.38617457527826504,0.47418486448865843,0.16760603571656685,0.0,6387.906805000008,108963.51000000001,108963.51000000001,0.0,0.9446222076682537,0.4039994698448108,108963.51000000001,108963.51000000001,1,0.5960005301551894,-0.04605934165422382,0.9454540340712798,0.9446222076682537,[],2009-04-14 20:00:00+00:00,2009-04,2009-04-14 13:31:00+00:00,-1759.109999999986,115351.41680500002,"[{'amount': 921L, 'last_sale_price': 118.31, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.015020938322043875,2.773719648183882,0.0,0.0,0,6.063099307130245,6387.906805000008,110722.62,110722.62,70,[],0.0
2009-04-15 20:00:00+00:00,117.64,0.19113745225392692,0.14734346805000031,0.295325643383288,0.37832454598711096,0.47122311186292254,0.16858031617259633,0.0,6387.906805000008,108346.44,108346.44,0.0,0.9443243720569853,0.9809227785666962,108346.44,108346.44,1,0.019077221433303856,-0.04605934165422382,0.9454540340712798,0.9443243720569853,[],2009-04-15 20:00:00+00:00,2009-04,2009-04-15 13:31:00+00:00,-617.070000000007,114734.34680500001,"[{'amount': 921L, 'last_sale_price': 117.64, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.0053494791576177425,2.647600315697277,0.0,0.0,0,5.764183027401317,6387.906805000008,108963.51000000001,108963.51000000001,71,[],0.0
2009-04-16 20:00:00+00:00,121.45,0.1971723883065706,0.18243356805000022,0.3651893675715974,0.422964264792032,0.4706978733203695,0.17895791738298097,0.0,6387.906805000008,111855.45,111855.45,0.0,0.9459766114764945,0.9784940332732993,111855.45,111855.45,1,0.021505966726700704,-0.04605934165422382,0.9459766114764945,0.9459766114764945,[],2009-04-16 20:00:00+00:00,2009-04,2009-04-16 13:31:00+00:00,3509.0099999999948,118243.356805,"[{'amount': 921L, 'last_sale_price': 121.45, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.03058377981585436,3.073808984018963,0.0,0.0,0,6.95183717741701,6387.906805000008,108346.44,108346.44,72,[],0.0
2009-04-17 20:00:00+00:00,123.42,0.19726874502392017,0.20057726805000042,0.4005262298009957,0.44604569420035056,0.4678545695476468,0.18084395253419003,0.0,6387.906805000008,113669.82,113669.82,0.0,0.9467930388572544,0.9844504048233812,113669.82,113669.82,1,0.01554959517661868,-0.04605934165422382,0.9467930388572544,0.9467930388572544,[],2009-04-17 20:00:00+00:00,2009-04,2009-04-17 13:31:00+00:00,1814.37000000001,120057.72680500001,"[{'amount': 921L, 'last_sale_price': 123.42, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.01534437154885726,3.2987361356365215,0.0,0.0,0,7.515842327763375,6387.906805000008,111855.45,111855.45,73,[],0.0
2009-04-20 20:00:00+00:00,120.5,0.20126420091645458,0.17368406805000047,0.3219163414833475,0.4118336262448732,0.4677424188495383,0.18978718314983561,0.0,6387.906805000008,110980.5,110980.5,0.0,0.9455738816016043,0.8309004850929336,110980.5,110980.5,1,0.16909951490706648,-0.04605934165422382,0.9467930388572544,0.9455738816016043,[],2009-04-20 20:00:00+00:00,2009-04,2009-04-20 13:31:00+00:00,-2689.320000000007,117368.406805,"[{'amount': 921L, 'last_sale_price': 120.5, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.022400224221869824,2.81054424935091,0.0,0.0,0,5.928481437275006,6387.906805000008,113669.82,113669.82,74,[],0.0
2009-04-21 20:00:00+00:00,121.76,0.20038997042351428,0.18528866805000055,0.3434579727048415,0.42659636789689426,0.46467512724461824,0.19033978634114376,0.0,6387.906805000008,112140.96,112140.96,0.0,0.9461067419508095,0.8250623863937272,112140.96,112140.96,1,0.1749376136062729,-0.04605934165422382,0.9467930388572544,0.9461067419508095,[],2009-04-21 20:00:00+00:00,2009-04,2009-04-21 13:31:00+00:00,1160.4600000000064,118528.86680500001,"[{'amount': 921L, 'last_sale_price': 121.76, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.00988732855450647,2.950952115747973,0.0,0.0,0,6.239351018486106,6387.906805000008,110980.5,110980.5,75,[],0.0
2009-04-22 20:00:00+00:00,121.51,0.19920272382530113,0.18298616805000045,0.3333750654400209,0.4236672524897471,0.46175415858485835,0.19066709945456473,0.0,6387.906805000008,111910.71,111910.71,0.0,0.9460018470416298,0.8216624440858231,111910.71,111910.71,1,0.17833755591417683,-0.04605934165422382,0.9467930388572544,0.9460018470416298,[],2009-04-22 20:00:00+00:00,2009-04,2009-04-22 13:31:00+00:00,-230.25,118298.61680500001,"[{'amount': 921L, 'last_sale_price': 121.51, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.00194256476254695,2.8971454554638862,0.0,0.0,0,6.125431916711524,6387.906805000008,112140.96,112140.96,76,[],0.0
2009-04-23 20:00:00+00:00,125.4,0.20426574835757522,0.21881306805000045,0.395240565409769,0.469244288224955,0.461288200093056,0.20013862819877148,0.0,6387.906805000008,115493.40000000001,115493.40000000001,0.0,0.9475891178684183,0.8234446612595249,115493.40000000001,115493.40000000001,1,0.17655533874047533,-0.04605934165422382,0.9475891178684183,0.9475891178684183,[],2009-04-23 20:00:00+00:00,2009-04,2009-04-23 13:31:00+00:00,3582.6900000000023,121881.30680500001,"[{'amount': 921L, 'last_sale_price': 125.4, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.03028513854820125,3.273868550676766,0.0,0.0,0,7.144412117534504,6387.906805000008,111910.71,111910.71,77,[],0.0
2009-04-24 20:00:00+00:00,123.9,0.2044867050378271,0.20499806805000054,0.35762205386246093,0.45166959578207266,0.45934708779429884,0.2029360431520145,0.0,6387.906805000008,114111.90000000001,114111.90000000001,0.0,0.9469882402771209,0.8128319261037317,114111.90000000001,114111.90000000001,1,0.18716807389626836,-0.04605934165422382,0.9475891178684183,0.9469882402771209,[],2009-04-24 20:00:00+00:00,2009-04,2009-04-24 13:31:00+00:00,-1381.5,120499.80680500001,"[{'amount': 921L, 'last_sale_price': 123.9, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.011334798060626983,3.0493205560350685,0.0,0.0,0,6.549393735233259,6387.906805000008,115493.40000000001,115493.40000000001,78,[],0.0
2009-04-27 20:00:00+00:00,124.73,0.20328916794272664,0.2126423680500007,0.368887062731818,0.4613942589338009,0.4564009093066063,0.2030178855071068,0.0,6387.906805000008,114876.33,114876.33,0.0,0.947322417777039,0.8048036828710483,114876.33,114876.33,1,0.19519631712895166,-0.04605934165422382,0.9475891178684183,0.947322417777039,[],2009-04-27 20:00:00+00:00,2009-04,2009-04-27 13:31:00+00:00,764.429999999993,121264.23680500001,"[{'amount': 921L, 'last_sale_price': 124.73, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.006343827598305207,3.1280001063841247,0.0,0.0,0,6.721716375121059,6387.906805000008,114111.90000000001,114111.90000000001,79,[],0.0
2009-04-28 20:00:00+00:00,123.902,0.20260298186832124,0.2050164880500005,0.3472288944890969,0.4516930287053298,0.45399111204101367,0.20417854221695794,0.0,6387.906805000008,114113.742,114113.742,0.0,0.9469890506200696,0.7970978912251321,114113.742,114113.742,1,0.20290210877486795,-0.04605934165422382,0.9475891178684183,0.9469890506200696,[],2009-04-28 20:00:00+00:00,2009-04,2009-04-28 13:31:00+00:00,-762.5880000000034,120501.648805,"[{'amount': 921L, 'last_sale_price': 123.902, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.006288647173249506,3.0015880714638428,0.0,0.0,0,6.423741993262911,6387.906805000008,114876.33,114876.33,80,[],0.0
2009-04-29 20:00:00+00:00,125.14,0.20171625969365048,0.21641846805000053,0.3654450548263993,0.4661980082015218,0.4512282379335616,0.20463302278238057,0.0,6387.906805000008,115253.94,115253.94,0.0,0.9474859435894603,0.7931097371973548,115253.94,115253.94,1,0.20689026280264525,-0.04605934165422382,0.9475891178684183,0.9474859435894603,[],2009-04-29 20:00:00+00:00,2009-04,2009-04-29 13:31:00+00:00,1140.198000000004,121641.84680500001,"[{'amount': 921L, 'last_sale_price': 125.14, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.009462094596274895,3.123498997392283,0.0,0.0,0,6.696855978684498,6387.906805000008,114113.742,114113.742,81,[],0.0
2009-04-30 20:00:00+00:00,125.83,0.2005240996236033,0.22277336805000036,0.3735559826705703,0.4742823667252474,0.4484347292039971,0.20464848408738062,0.0,6387.906805000008,115889.43,115889.43,0.0,0.9477588654454666,0.7898882572209737,115889.43,115889.43,1,0.21011174277902625,-0.04605934165422382,0.9477588654454666,0.9477588654454666,[],2009-04-30 20:00:00+00:00,2009-04,2009-04-30 13:31:00+00:00,635.4899999999907,122277.336805,"[{'amount': 921L, 'last_sale_price': 125.83, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.005224271224841814,3.1838165510879395,0.0,0.0,0,6.827594335909665,6387.906805000008,115253.94,115253.94,82,[],0.0
2009-05-01 20:00:00+00:00,127.24000000000001,0.19979514404499746,0.2357594680500006,0.3935041895601083,0.49080257762155677,0.44581744235194115,0.20528309974170056,0.0,6387.906805000008,117188.04000000001,117188.04000000001,0.0,0.9483078465497823,0.7936497010613242,117188.04000000001,117188.04000000001,1,0.2063502989386757,-0.04605934165422382,0.9483078465497823,0.9483078465497823,[],2009-05-01 20:00:00+00:00,2009-05,2009-05-01 13:31:00+00:00,1298.6100000000151,123575.94680500001,"[{'amount': 921L, 'last_sale_price': 127.24000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.010620201861862189,3.3183212113295038,0.0,0.0,0,7.133268479237976,6387.906805000008,115889.43,115889.43,83,[],0.0
2009-05-04 20:00:00+00:00,132.07,0.20682639660468147,0.2802437680500003,0.45492748985429227,0.5473930872876374,0.4467397090866668,0.218399724382211,0.0,6387.906805000008,121636.46999999999,121636.46999999999,0.0,0.9501039804729553,0.8021567632022886,121636.46999999999,121636.46999999999,1,0.19784323679771137,-0.04605934165422382,0.9501039804729553,0.9501039804729553,[],2009-05-04 20:00:00+00:00,2009-05,2009-05-04 13:31:00+00:00,4448.4299999999785,128024.37680499999,"[{'amount': 921L, 'last_sale_price': 132.07, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.03599753928666627,3.6894923597608913,0.0,0.0,0,8.259588218903891,6387.906805000008,117188.04000000001,117188.04000000001,84,[],0.0
2009-05-05 20:00:00+00:00,132.71,0.20560950904663108,0.28613816805000036,0.4601153510392672,0.5548916227299339,0.4440744762295164,0.2183800157789349,0.0,6387.906805000008,122225.91,122225.91,0.0,0.9503326550468124,0.6280672199440385,122225.91,122225.91,1,0.37193278005596153,-0.04605934165422382,0.9503326550468124,0.9503326550468124,[],2009-05-05 20:00:00+00:00,2009-05,2009-05-05 13:31:00+00:00,589.4400000000169,128613.81680500001,"[{'amount': 921L, 'last_sale_price': 132.71, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.004604123173337582,3.7340530651377413,0.0,0.0,0,8.359481030040465,6387.906805000008,121636.46999999999,121636.46999999999,85,[],0.0
2009-05-06 20:00:00+00:00,132.5,0.20454483481579594,0.2842040680500002,0.4509249970232172,0.5524311657879302,0.4416252559336367,0.2187015939469698,0.0,6387.906805000008,122032.5,122032.5,0.0,0.9502578525958127,0.8154850247024652,122032.5,122032.5,1,0.18451497529753477,-0.04605934165422382,0.9503326550468124,0.9502578525958127,[],2009-05-06 20:00:00+00:00,2009-05,2009-05-06 13:31:00+00:00,-193.4100000000035,128420.406805,"[{'amount': 921L, 'last_sale_price': 132.5, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.0015038042164106091,3.688300989003516,0.0,0.0,0,8.259195436279503,6387.906805000008,122225.91,122225.91,86,[],0.0
