Date,StdDev
10/7/1996,0.004725865
10/8/1996,0.004659692
10/9/1996,0.005049187
10/10/1996,0.005965332
10/11/1996,0.006038721
10/14/1996,0.006987681
10/15/1996,0.006906502
10/16/1996,0.006926202
10/17/1996,0.006802031
10/18/1996,0.006742666
10/21/1996,0.005597962
10/22/1996,0.005657009
10/23/1996,0.006024912
10/24/1996,0.005258622
10/25/1996,0.006130952
10/28/1996,0.004706871
10/29/1996,0.005118939
10/30/1996,0.005820937
10/31/1996,0.005655127
11/1/1996,0.006472129
11/4/1996,0.006271364
11/5/1996,0.006697799
11/6/1996,0.006433262
11/7/1996,0.008614118
11/8/1996,0.007645699
11/11/1996,0.007584165
11/12/1996,0.006850093
11/13/1996,0.007171037
11/14/1996,0.006716881
11/15/1996,0.006535311
11/18/1996,0.006055048
11/19/1996,0.006176001
11/20/1996,0.006234328
11/21/1996,0.003369
11/22/1996,0.003599442
11/25/1996,0.003885063
11/26/1996,0.004848918
11/27/1996,0.004896109
11/29/1996,0.005186251
12/2/1996,0.005047173
12/3/1996,0.00508298
12/4/1996,0.008074338
12/5/1996,0.007812833
12/6/1996,0.00786422
12/9/1996,0.008080119
12/10/1996,0.009092985
12/11/1996,0.008081471
12/12/1996,0.008439736
12/13/1996,0.009620152
12/16/1996,0.009531362
12/17/1996,0.009827602
12/18/1996,0.009571888
12/19/1996,0.010011998
12/20/1996,0.012258463
12/23/1996,0.012060269
12/24/1996,0.011119365
12/26/1996,0.011254933
12/27/1996,0.010859671
12/30/1996,0.008618492
12/31/1996,0.009538862
1/2/1997,0.010649002
1/3/1997,0.010478072
1/6/1997,0.011062189
1/7/1997,0.009558854
1/8/1997,0.010335683
1/9/1997,0.010729128
1/10/1997,0.010811934
1/13/1997,0.011091471
1/14/1997,0.011104159
1/15/1997,0.011239897
1/16/1997,0.008875154
1/17/1997,0.008861427
1/20/1997,0.008155806
1/21/1997,0.00706174
1/22/1997,0.006657221
1/23/1997,0.005021376
1/24/1997,0.007759516
1/27/1997,0.008738157
1/28/1997,0.008790622
1/29/1997,0.007823343
1/30/1997,0.008378309
1/31/1997,0.009170348
2/3/1997,0.009085377
2/4/1997,0.009104763
2/5/1997,0.008967739
2/6/1997,0.010616091
2/7/1997,0.00991557
2/10/1997,0.009453544
2/11/1997,0.010132184
2/12/1997,0.010526754
2/13/1997,0.010906984
2/14/1997,0.010737248
2/18/1997,0.010798465
2/19/1997,0.010905636
2/20/1997,0.011380638
2/21/1997,0.010101821
2/24/1997,0.010077478
2/25/1997,0.009884844
2/26/1997,0.008975889
2/27/1997,0.009427392
2/28/1997,0.009593097
3/3/1997,0.008579865
3/4/1997,0.009087967
3/5/1997,0.008375197
3/6/1997,0.01038474
3/7/1997,0.009802169
3/10/1997,0.010228637
3/11/1997,0.010063875
3/12/1997,0.010229813
3/13/1997,0.010134554
3/14/1997,0.010232899
3/17/1997,0.010300502
3/18/1997,0.010118735
3/19/1997,0.010581082
3/20/1997,0.0087037
3/21/1997,0.008676024
3/24/1997,0.008149342
3/25/1997,0.008820611
3/26/1997,0.009103608
3/27/1997,0.009071406
3/31/1997,0.011343973
4/1/1997,0.012376461
4/2/1997,0.012686489
4/3/1997,0.013254041
4/4/1997,0.013693849
4/7/1997,0.014711582
4/8/1997,0.014673159
4/9/1997,0.013950325
4/10/1997,0.013876545
4/11/1997,0.013608279
4/14/1997,0.014632949
4/15/1997,0.014406551
4/16/1997,0.015390814
4/17/1997,0.014413016
4/18/1997,0.014529211
4/21/1997,0.014098658
4/22/1997,0.01424768
4/23/1997,0.015765136
4/24/1997,0.015406201
4/25/1997,0.015469741
4/28/1997,0.011283081
4/29/1997,0.011012512
4/30/1997,0.013588274
5/1/1997,0.013412383
5/2/1997,0.013231136
5/5/1997,0.013854146
5/6/1997,0.014056179
5/7/1997,0.013610526
5/8/1997,0.016357279
5/9/1997,0.015995638
5/12/1997,0.014776624
5/13/1997,0.015036179
