Price
1286.77002
1284.01001
1266.780029
1258.060059
1315.410034
1335.459961
1347.449951
1334.01001
1328.630005
1374.310059
1472.130005
1546.670044
1570.98999
1709.060059
1818.609985
1783.97998
1876.709961
1892.719971
1775.310059
1898.339966
1767.579956
1877.709961
1914.22998
1895.949951
2158.040039
2223.98999
2304.689941
2286.360107
2291.570068
2418.530029
2572.070068
2662.949951
2596.280029
1993.530029
1833.550049
1938.829956
1958.219971
2071.620117
1988.060059
2032.329956
2031.119995
2141.709961
2128.72998
2031.650024
2112.909912
2148.649902
2114.51001
2168.570068
2342.320068
2258.389893
2293.620117
2418.800049
2480.149902
2440.060059
2660.659912
2737.27002
2692.820068
2645.080078
2706.27002
2753.199951
2590.540039
2627.25
2707.209961
2656.76001
2876.659912
2880.689941
2905.199951
2614.360107
2452.47998
2442.330078
2559.649902
2633.659912
2736.389893
2882.179932
2913.860107
2887.870117
3027.5
2906.75
3024.820068
3043.600098
3016.77002
3069.100098
2894.679932
3168.830078
3223.399902
3267.699951
3235.5
3359.100098
3396.899902
3318.5
3393.800049
