Price
27.234995
27.525515
28.009819
27.421978
28.16153
28.064259
28.125921
29.203949
28.811941
29.563362
29.247822
29.40559
30.639462
29.745916
28.33604
28.819036
29.278427
28.419601
29.532274
30.658083
29.703136
30.73329
29.509638
29.489449
30.723492
31.977333
32.690845
33.841423
35.184044
35.686237
37.050388
37.215351
38.586437
38.678429
40.398811
40.782261
42.494331
42.629925
43.172192
43.835266
44.830364
44.987438
43.193558
44.02544
46.247234
47.988167
51.491512
50.02029
53.371845
53.882397
51.308491
54.729332
58.18861
60.345387
65.382217
61.995178
64.73909
63.384422
65.83725
66.826889
67.956856
72.665894
75.992439
77.185616
75.582504
78.550407
77.735435
66.760788
70.759491
76.76696
81.041473
86.057518
89.384865
86.51844
89.888145
93.527893
91.389305
96.160034
93.45826
92.974197
90.642204
96.721992
98.332527
103.693726
98.772964
97.269043
106.425339
102.948532
101.329979
103.081604
101.701912
108.347153
102.146378
101.923965
94.315018
93.535248
97.993401
88.646049
83.453873
90.828072
90.318939
87.916611
87.267746
82.089958
75.107071
76.370598
82.325775
82.506226
81.97879
80.508415
82.949387
78.349197
77.884308
71.884239
66.450134
66.902031
59.619972
64.814964
