Price
37.449959
40.678406
39.575645
42.332153
40.806236
39.117596
35.215706
37.833424
40.050465
37.371174
35.565128
38.580551
39.415806
40.529472
38.380356
37.447067
31.986961
33.941277
36.668156
38.569603
38.621559
37.417141
40.187294
40.716595
38.787254
36.435932
31.656286
31.454777
28.83522
30.124262
32.675716
30.65394
30.16427
29.258215
29.254152
32.33429
35.848705
36.202991
38.620159
40.467968
39.586895
43.134686
44.749683
45.301647
47.530735
47.983025
48.353077
45.768417
46.752911
48.602448
45.431103
44.745525
47.02121
48.100723
52.526199
53.61084
51.597336
52.444557
50.729359
48.075191
51.18314
53.148037
56.773434
55.636135
55.519051
53.49955
56.578022
55.965698
60.922764
61.116428
63.971004
64.310661
60.656284
60.538105
58.898136
60.664719
60.859154
64.640884
66.201149
66.167206
67.57209
67.129288
67.657234
68.887909
71.899773
70.730843
65.907616
67.309555
68.420853
70.541054
65.682365
65.039696
60.994148
59.205772
58.715679
61.489895
64.306007
59.466057
61.420994
