Return
0.00613601
-0.001091263
0.01484301
-0.02764716
-0.008983832
-0.000728032
0.003683245
-0.000387072
0.00780915
0.004360019
-0.003544065
-0.004327346
-0.008419676
-0.011239368
0.00372787
0.010616638
0.004639707
0.011601281
0.002285171
-0.004575576
0.011636046
0.010241082
-0.005483318
0.000798591
0.002391953
0.005093112
0.007799482
-0.001480933
0.00023154
0.006599466
0.010797067
0.012166315
-0.012166315
0.01113184
0.010742203
-0.001247327
-0.002454646
0.001116495
0.012111681
0.000661244
-0.006632204
-0.004624286
-0.000178285
0.003515255
0.001952519
0.004467551
0.022302188
0.003661982
0.002791319
0.01430603
-0.00797933
0.004718895
-0.000763715
0.003981875
-0.013620709
0.008492167
-0.00259547
0.010931849
0.007012858
-0.000292967
-0.015863973
0.002421154
-0.013841051
-0.01639381
-0.000262398
0.02116275
0.000984442
0.011442308
-0.001989798
0.0055362
0.001894698
0.018710828
0.003338488
-0.00267815
0.00968968
-0.009524664
-0.002767625
0.001116233
0.001114988
0.003255251
-0.010628939
-0.020965833
-0.001529702
-0.001574636
0.012444078
-0.002063289
-0.004901556
0.004437783
0.003031709
-0.001135814
-0.004936823
0.004768445
-0.013178994
-0.007149156
0.001888575
0.012401344
-0.002799221
0.019640222
0.005109364
0.013989119
0.007651956
0.00545886
-0.00254376
-0.009382875
0.001916217
-0.006415386
0.006985465
8.14133E-05
-0.023516929
-0.001584852
0.006448817
0.001491857
0.017405308
0.001626479
-0.007258228
0.00261577
-0.003803297
0.014319665
-0.00941489
0.007190914
0.007661946
-0.000763558
0.003451462
0.004955649
0.004772519
0.002615209
-0.003607608
-0.031222284
-0.010131048
0.005078354
0.000782167
-0.003256191
-0.017113652
-0.018865684
0.005760999
0.004500305
0.001227695
-0.000507829
0.008178453
0.002055154
-0.003021277
0.009494603
-0.017680993
-0.006205392
0.0086599
-0.001988535
-0.005137688
0.004586969
0.004397284
-0.000801908
0.000844096
-0.000675219
0.015914567
0.010991392
0.00952953
0.002358108
0.00364816
0.000930176
-0.003523055
0.013137934
-0.000400449
0.002080583
-0.009558306
0.020094554
0.001817679
-0.001817679
0.000355893
-0.017589445
0.006257541
0.014883885
-0.013325599
-0.00934605
-0.001895888
-0.002465993
-0.049280044
-0.019363061
0.0054906
-0.000948971
-0.000172637
0.002715577
-0.000430552
0.011645463
0.003144924
0.002585021
-0.019013198
0.001723915
-0.010040332
0.006114105
0.009808218
0.001368926
-0.000898146
0.004567875
-0.001577187
0.009637299
-0.003513008
-0.001570026
0.001824392
-0.002291632
0.014467637
0.003052288
-0.002884798
-0.012089193
-0.000381477
0.001609692
0.012701521
-0.0042719
0.002138231
0.002050081
0.006997113
0.011431054
0.001107261
0.007431942
0.001626017
0.001542271
