,AAPL,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_mavg,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_mavg,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2002-04-01 21:00:00+00:00,24.46,0.029177506161007057,-0.005334900000000364,-3.428629928989454e-17,8.931512304485205,0.004777267852985521,-0.0019136819488780367,0.0,7500.651,2446.0,2446.0,0.0,0.24591191547788296,2446.0,21.002499999999998,2446.0,1,-0.035094205946598414,0.2504334367212367,0.24591191547788296,[],2002-04-01 21:00:00+00:00,2002-04,2002-04-01 14:31:00+00:00,79.0,9946.651,"[{'amount': 100L, 'last_sale_price': 24.46, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.008005958054252194,-0.06777515326653809,0.0,22.459600000000005,0.0,0,-0.0929352335781977,7500.651,2367.0,2367.0,561,[],0.0
2002-04-02 21:00:00+00:00,24.07,0.029269015733708572,-0.009234900000000268,6.106103167575302e-17,8.972456507696103,0.004773030969698816,-0.0036116289750898057,0.0,7500.651,2407.0,2407.0,0.0,0.24294355947741803,2407.0,21.025666666666663,2407.0,1,-0.035094205946598414,0.2504334367212367,0.24294355947741803,[],2002-04-02 21:00:00+00:00,2002-04,2002-04-02 14:31:00+00:00,-39.0,9907.651,"[{'amount': 100L, 'last_sale_price': 24.07, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.003920917703858273,-0.12751112651013158,0.0,22.509600000000006,0.0,0,-0.1742278769654681,7500.651,2446.0,2446.0,562,[],0.0
2002-04-03 21:00:00+00:00,23.75,0.029321963003239797,-0.012434900000000249,-1.0870522954256084e-16,9.01356950974903,0.0047688053390378925,-0.005004168355950376,0.0,7500.651,2375.0,2375.0,0.0,0.24049047500767293,2375.0,21.048799999999996,2375.0,1,-0.035094205946598414,0.2504334367212367,0.24049047500767293,[],2002-04-03 21:00:00+00:00,2002-04,2002-04-03 14:31:00+00:00,-32.0,9875.651,"[{'amount': 100L, 'last_sale_price': 23.75, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.003229827130568075,-0.17635837268300797,0.0,22.551400000000005,0.0,0,-0.24039985987668458,7500.651,2407.0,2407.0,563,[],0.0
2002-04-04 21:00:00+00:00,24.900000000000002,0.030315869907083296,-0.0009349000000001828,-7.750892126704882e-19,9.054852006543445,0.004764590911282821,3.966746229635111e-05,0.0,7500.651,2490.0,2490.0,0.0,0.2492330079391223,2490.0,21.069499999999994,2490.0,1,-0.035094205946598414,0.2504334367212367,0.2492330079391223,[],2002-04-04 21:00:00+00:00,2002-04,2002-04-04 14:31:00+00:00,115.0,9990.651,"[{'amount': 100L, 'last_sale_price': 24.900000000000002, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.01164480194773998,0.0013521526384884155,0.0,22.6045,0.0,0,0.0019073315609973516,7500.651,2375.0,2375.0,564,[],0.0
2002-04-05 21:00:00+00:00,24.740000000000002,0.030307863981253638,-0.0025349000000001176,-5.029162926814177e-18,9.09630469684777,0.004760387637020683,-0.0006516176202155257,0.0,7500.651,2474.0,2474.0,0.0,0.24802872802266465,2474.0,21.08696666666666,2474.0,1,-0.035094205946598414,0.2504334367212367,0.24802872802266465,[],2002-04-05 21:00:00+00:00,2002-04,2002-04-05 14:31:00+00:00,-16.0,9974.651,"[{'amount': 100L, 'last_sale_price': 24.740000000000002, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0016014972397694338,-0.022217896404933383,0.0,22.6648,0.0,0,-0.031320976557782966,7500.651,2490.0,2490.0,565,[],0.0
2002-04-08 20:00:00+00:00,24.560000000000002,0.030304891227215514,-0.004334900000000141,-1.293686889063269e-17,9.137928282311204,0.004756195467143141,-0.0014279404612103188,0.0,7500.651,2456.0,2456.0,0.0,0.2466692866908763,2456.0,21.104666666666667,2456.0,1,-0.035094205946598414,0.2504334367212367,0.2466692866908763,[],2002-04-08 20:00:00+00:00,2002-04,2002-04-08 13:31:00+00:00,-18.0,9956.651,"[{'amount': 100L, 'last_sale_price': 24.560000000000002, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0018045744156863774,-0.04869304272854651,0.0,22.723300000000005,0.0,0,-0.06858977491460709,7500.651,2474.0,2474.0,566,[],0.0
2002-04-09 20:00:00+00:00,24.1,0.030433966574238885,-0.008934900000000079,-2.1202175817494308e-17,9.179723467475604,0.004752014352844031,-0.0034123653571492434,0.0,7500.651,2410.0,2410.0,0.0,0.24317272397141218,2410.0,21.116666666666667,2410.0,1,-0.035094205946598414,0.2504334367212367,0.24317272397141218,[],2002-04-09 20:00:00+00:00,2002-04,2002-04-09 13:31:00+00:00,-46.0,9910.651,"[{'amount': 100L, 'last_sale_price': 24.1, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.004620027356588063,-0.1158698887176982,0.0,22.776799999999998,0.0,0,-0.16239732443225116,7500.651,2456.0,2456.0,567,[],0.0
2002-04-10 20:00:00+00:00,24.66,0.03064030437040857,-0.0033349000000000295,-3.848154189666861e-19,9.22169095978741,0.004747844245616966,-0.000980495802203755,0.0,7500.651,2466.0,2466.0,0.0,0.24742513809302644,2466.0,21.130533333333332,2466.0,1,-0.035094205946598414,0.2504334367212367,0.24742513809302644,[],2002-04-10 20:00:00+00:00,2002-04,2002-04-10 13:31:00+00:00,56.0,9966.651,"[{'amount': 100L, 'last_sale_price': 24.66, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.0056504865321158615,-0.03306970763887552,0.0,22.8297,0.0,0,-0.046704184101577825,7500.651,2410.0,2410.0,568,[],0.0
2002-04-11 20:00:00+00:00,24.86,0.030642551191322174,-0.0013349000000000277,1.5365564708124969e-18,9.263831469609617,0.004743685097252989,-0.00011878560955143168,0.0,7500.651,2486.0,2486.0,0.0,0.24893229972690545,2486.0,21.146933333333333,2486.0,1,-0.035094205946598414,0.2504334367212367,0.24893229972690545,[],2002-04-11 20:00:00+00:00,2002-04,2002-04-11 13:31:00+00:00,20.0,9986.651,"[{'amount': 100L, 'last_sale_price': 24.86, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.0020066921175427854,-0.004006089567003405,0.0,22.882199999999997,0.0,0,-0.0056631739231993855,7500.651,2466.0,2466.0,569,[],0.0
2002-04-12 20:00:00+00:00,25.060000000000002,0.030644571367651224,0.000665099999999974,6.518908220249685e-18,9.306145710233809,0.004739536859838216,0.0007381658236877514,0.0,7500.651,2506.0,2506.0,0.0,0.2504334367212367,2506.0,21.165266666666668,2506.0,1,-0.035094205946598414,0.2504334367212367,0.2504334367212367,[],2002-04-12 20:00:00+00:00,2002-04,2002-04-12 13:31:00+00:00,20.0,10006.651,"[{'amount': 100L, 'last_sale_price': 25.060000000000002, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.0020026733686797638,0.024893511666669057,0.0,22.938300000000005,0.0,0,0.03522372938973489,7500.651,2486.0,2486.0,570,[],0.0
2002-04-15 20:00:00+00:00,25.0,0.03062029559980589,6.510000000004013e-05,3.2537457841876715e-18,9.34863439789222,0.004735399485751531,0.0004808089591592972,0.0,7500.651,2500.0,2500.0,0.0,0.24998372605943353,2500.0,21.1763,2500.0,1,-0.035094205946598414,0.2504334367212367,0.24998372605943353,[],2002-04-15 20:00:00+00:00,2002-04,2002-04-15 13:31:00+00:00,-6.0,10000.651,"[{'amount': 100L, 'last_sale_price': 25.0, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.000599601205238276,0.016227550891784733,0.0,22.9986,0.0,0,0.022959637681937636,7500.651,2506.0,2506.0,571,[],0.0
2002-04-16 20:00:00+00:00,25.740000000000002,0.030984988410491986,0.007465100000000113,-6.610752155479447e-17,9.391298251769864,0.004731272927662281,0.003634344912431212,0.0,7500.651,2574.0,2574.0,0.0,0.25549272128632544,2574.0,21.1896,2574.0,1,-0.035094205946598414,0.25549272128632544,0.25549272128632544,[],2002-04-16 20:00:00+00:00,2002-04,2002-04-16 13:31:00+00:00,74.0,10074.651,"[{'amount': 100L, 'last_sale_price': 25.740000000000002, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.007399518291359319,0.12121842039256994,0.0,23.055999999999997,0.0,0,0.17370110862250057,7500.651,2500.0,2500.0,572,[],0.0
2002-04-17 20:00:00+00:00,26.11,0.03105277529336846,0.01116510000000015,-1.2302004964453325e-16,9.43413799401671,0.004727157138528008,0.0051908279436858225,0.0,7500.651,2611.0,2611.0,0.0,0.2582169815789726,2611.0,21.204566666666665,2611.0,1,-0.035094205946598414,0.2582169815789726,0.2582169815789726,[],2002-04-17 20:00:00+00:00,2002-04,2002-04-17 13:31:00+00:00,37.0,10111.651,"[{'amount': 100L, 'last_sale_price': 26.11, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.003672583794714024,0.17275635280836676,0.0,23.121799999999997,0.0,0,0.2483112383718771,7500.651,2574.0,2574.0,573,[],0.0
2002-04-18 20:00:00+00:00,25.41,0.03136497007802292,0.004165100000000255,-3.807929581412503e-18,9.477154349759898,0.004723052071592191,0.0022409552470619553,0.0,7500.651,2541.0,2541.0,0.0,0.25304603794734554,2541.0,21.218866666666663,2541.0,1,-0.035094205946598414,0.2582169815789726,0.25304603794734554,[],2002-04-18 20:00:00+00:00,2002-04,2002-04-18 13:31:00+00:00,-70.0,10041.651,"[{'amount': 100L, 'last_sale_price': 25.41, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.006922707280937468,0.0738397302780416,0.0,23.1791,0.0,0,0.10495058140432063,7500.651,2611.0,2611.0,574,[],0.0
2002-04-19 20:00:00+00:00,24.98,0.03146614641151818,-0.00013489999999982683,-4.561568514220752e-18,9.520348047116018,0.004718957680382022,0.000421144451331767,0.0,7500.651,2498.0,2498.0,0.0,0.24983370256647622,2498.0,21.233399999999996,2498.0,1,-0.035094205946598414,0.2582169815789726,0.24983370256647622,[],2002-04-19 20:00:00+00:00,2002-04,2002-04-19 13:31:00+00:00,-43.0,9998.651,"[{'amount': 100L, 'last_sale_price': 24.98, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.004282164357235718,0.013832264596417272,0.0,23.230499999999996,0.0,0,0.01957961958710312,7500.651,2541.0,2541.0,575,[],0.0
2002-04-22 20:00:00+00:00,24.53,0.031579502746506165,-0.004634899999999886,-1.2902005852577503e-17,9.563719817203436,0.0047148739187061915,-0.0014847855741480568,0.0,7500.651,2453.0,2453.0,0.0,0.246442235115537,2453.0,21.247866666666663,2453.0,1,-0.035094205946598414,0.2582169815789726,0.246442235115537,[],2002-04-22 20:00:00+00:00,2002-04,2002-04-22 13:31:00+00:00,-45.0,9953.651,"[{'amount': 100L, 'last_sale_price': 24.53, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.004500607131902146,-0.04859237995384492,0.0,23.2621,0.0,0,-0.068478132992758,7500.651,2498.0,2498.0,576,[],0.0
2002-04-23 20:00:00+00:00,24.25,0.031606561065954275,-0.007434899999999911,1.3258458455905927e-17,9.607270394154666,0.004710800740652704,-0.0026709383310265194,0.0,7500.651,2425.0,2425.0,0.0,0.2443164685117379,2425.0,21.258299999999995,2425.0,1,-0.035094205946598414,0.2582169815789726,0.2443164685117379,[],2002-04-23 20:00:00+00:00,2002-04,2002-04-23 13:31:00+00:00,-28.0,9925.651,"[{'amount': 100L, 'last_sale_price': 24.25, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0028130381505239166,-0.08733740312623645,0.0,23.294600000000006,0.0,0,-0.12286854359809277,7500.651,2453.0,2453.0,577,[],0.0
2002-04-24 20:00:00+00:00,23.77,0.031739461408030405,-0.012234899999999937,-1.440780885601083e-16,9.651000515128798,0.004706738100586708,-0.004706326973602635,0.0,7500.651,2377.0,2377.0,0.0,0.24064425843755768,2377.0,21.268366666666665,2377.0,1,-0.035094205946598414,0.2582169815789726,0.24064425843755768,[],2002-04-24 20:00:00+00:00,2002-04,2002-04-24 13:31:00+00:00,-48.0,9877.651,"[{'amount': 100L, 'last_sale_price': 23.77, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.004835954840644696,-0.15324987530728698,0.0,23.327,0.0,0,-0.21453030695155914,7500.651,2425.0,2425.0,578,[],0.0
2002-04-25 20:00:00+00:00,24.12,0.031798973490287014,-0.00873489999999999,9.43761476567693e-18,9.694910920323974,0.004702685953148346,-0.0032059981544533644,0.0,7500.651,2412.0,2412.0,0.0,0.2433254232394543,2412.0,21.2796,2412.0,1,-0.035094205946598414,0.2582169815789726,0.2433254232394543,[],2002-04-25 20:00:00+00:00,2002-04,2002-04-25 13:31:00+00:00,35.0,9912.651,"[{'amount': 100L, 'last_sale_price': 24.12, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.0035433525642887265,-0.1042009472161588,0.0,23.364,0.0,0,-0.14626792540502145,7500.651,2377.0,2377.0,579,[],0.0
2002-04-26 20:00:00+00:00,23.01,0.032615650429377654,-0.01983489999999999,-1.0250421201496057e-16,9.739002352989917,0.0046986442532506315,-0.007907833243007738,0.0,7500.651,2301.0,2301.0,0.0,0.23475636910557213,2301.0,21.292566666666666,2301.0,1,-0.035094205946598414,0.2582169815789726,0.23475636910557213,[],2002-04-26 20:00:00+00:00,2002-04,2002-04-26 13:31:00+00:00,-111.0,9801.651,"[{'amount': 100L, 'last_sale_price': 23.01, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.01119781176599477,-0.2505860314052037,0.0,23.381100000000007,0.0,0,-0.34330226378878886,7500.651,2412.0,2412.0,580,[],0.0
2002-04-29 20:00:00+00:00,23.96,0.033210910548848165,-0.010334899999999925,-6.621209604692198e-17,9.783275559440517,0.004694612956077344,-0.0038267274385220267,0.0,7500.651,2396.0,2396.0,0.0,0.24210210100366275,2396.0,21.3068,2396.0,1,-0.035094205946598414,0.2582169815789726,0.24210210100366275,[],2002-04-29 20:00:00+00:00,2002-04,2002-04-29 13:31:00+00:00,95.0,9896.651,"[{'amount': 100L, 'last_sale_price': 23.96, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.00969224470448915,-0.11909020238572646,0.0,23.410200000000003,0.0,0,-0.16627411729223185,7500.651,2301.0,2301.0,581,[],0.0
2002-04-30 20:00:00+00:00,24.27,0.03324691354085926,-0.007234899999999933,-4.318924942766999e-17,9.827731289066453,0.004690592017080937,-0.002507864447504255,0.0,7500.651,2427.0,2427.0,0.0,0.24446870664571105,2427.0,21.323966666666667,2427.0,1,-0.035094205946598414,0.2582169815789726,0.24446870664571105,[],2002-04-30 20:00:00+00:00,2002-04,2002-04-30 13:31:00+00:00,31.0,9927.651,"[{'amount': 100L, 'last_sale_price': 24.27, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.003132372759229396,-0.07796252271623781,0.0,23.428900000000002,0.0,0,-0.10906326087934386,7500.651,2396.0,2396.0,582,[],0.0
2002-05-01 20:00:00+00:00,23.98,0.033273419812187496,-0.010134899999999947,-1.0497606214830489e-17,9.872370294347887,0.004686581391980473,-0.003725189599769519,0.0,7500.651,2398.0,2398.0,0.0,0.24225523255643622,2398.0,21.3389,2398.0,1,-0.035094205946598414,0.2582169815789726,0.24225523255643622,[],2002-05-01 20:00:00+00:00,2002-05,2002-05-01 13:31:00+00:00,-29.0,9898.651,"[{'amount': 100L, 'last_sale_price': 23.98, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0029211341131956114,-0.1157145473493978,0.0,23.4311,0.0,0,-0.16161573805489726,7500.651,2427.0,2427.0,583,[],0.0
2002-05-02 20:00:00+00:00,23.69,0.03329994888160646,-0.01303489999999985,-1.3922938144860427e-16,9.917193330867196,0.0046825810367595744,-0.004941897199476287,0.0,7500.651,2369.0,2369.0,0.0,0.24002875076332486,2369.0,21.351,2369.0,1,-0.035094205946598414,0.2582169815789726,0.24002875076332486,[],2002-05-02 20:00:00+00:00,2002-05,2002-05-02 13:31:00+00:00,-29.0,9869.651,"[{'amount': 100L, 'last_sale_price': 23.69, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0029296921368375806,-0.15338786595928308,0.0,23.440200000000004,0.0,0,-0.21388982015753108,7500.651,2398.0,2398.0,584,[],0.0
2002-05-03 20:00:00+00:00,23.51,0.033292475846569435,-0.014834899999999873,1.2329880706173614e-17,9.962201157321765,0.004678590907664398,-0.00569350588497042,0.0,7500.651,2351.0,2351.0,0.0,0.23864020355572887,2351.0,21.366033333333334,2351.0,1,-0.035094205946598414,0.2582169815789726,0.23864020355572887,[],2002-05-03 20:00:00+00:00,2002-05,2002-05-03 13:31:00+00:00,-18.0,9851.651,"[{'amount': 100L, 'last_sale_price': 23.51, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0018237726946981336,-0.17675771509232777,0.0,23.449900000000007,0.0,0,-0.2463234201461131,7500.651,2369.0,2369.0,585,[],0.0
2002-05-06 20:00:00+00:00,22.650000000000002,0.03375040115589564,-0.023434899999999925,-7.310704942444237e-17,10.007394535536825,0.0046746109612016236,-0.009315723276925881,0.0,7500.651,2265.0,2265.0,0.0,0.23193538249523765,2265.0,21.3805,2265.0,1,-0.035094205946598414,0.2582169815789726,0.23193538249523765,[],2002-05-06 20:00:00+00:00,2002-05,2002-05-06 13:31:00+00:00,-86.0,9765.651,"[{'amount': 100L, 'last_sale_price': 22.650000000000002, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.008729501278516683,-0.2852897435907217,0.0,23.451000000000008,0.0,0,-0.39225980284693834,7500.651,2351.0,2351.0,586,[],0.0
2002-05-07 20:00:00+00:00,22.47,0.03374232346830601,-0.02523489999999995,8.936633375389888e-18,10.052774230478352,0.0046706411541364585,-0.01006533554868342,0.0,7500.651,2247.0,2247.0,0.0,0.2305170753446138,2247.0,21.3925,2247.0,1,-0.03599807786087568,0.2582169815789726,0.2305170753446138,[],2002-05-07 20:00:00+00:00,2002-05,2002-05-07 13:31:00+00:00,-18.0,9747.651,"[{'amount': 100L, 'last_sale_price': 22.47, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0018431950926773855,-0.30832276979208156,0.0,23.457900000000006,0.0,0,-0.42367579013586937,7500.651,2265.0,2265.0,587,[],0.0
2002-05-08 20:00:00+00:00,24.37,0.03605722932330245,-0.006234900000000043,-4.014645758689182e-17,10.09834101026601,0.0046666814434906745,-0.0019660948938932544,0.0,7500.651,2437.0,2437.0,0.0,0.24522897815590425,2437.0,21.411033333333336,2437.0,1,-0.03599807786087568,0.2582169815789726,0.24522897815590425,[],2002-05-08 20:00:00+00:00,2002-05,2002-05-08 13:31:00+00:00,190.0,9937.651,"[{'amount': 100L, 'last_sale_price': 24.37, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.019491875529807023,-0.05635964424497893,0.0,23.486700000000006,0.0,0,-0.08282916291938638,7500.651,2247.0,2247.0,588,[],0.0
2002-05-09 20:00:00+00:00,24.19,0.03604585806293996,-0.008034900000000067,-3.701676062447283e-17,10.144095646186157,0.004662731786540642,-0.0027124857002194143,0.0,7500.651,2419.0,2419.0,0.0,0.24385938577879404,2419.0,21.428966666666664,2419.0,1,-0.03599807786087568,0.2582169815789726,0.24385938577879404,[],2002-05-09 20:00:00+00:00,2002-05,2002-05-09 13:31:00+00:00,-18.0,9919.651,"[{'amount': 100L, 'last_sale_price': 24.19, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0018112932321733277,-0.07778072556768212,0.0,23.518600000000003,0.0,0,-0.1142384723093544,7500.651,2437.0,2437.0,589,[],0.0
2002-05-10 20:00:00+00:00,23.32,0.036467370165040994,-0.016734900000000108,-3.260104051123871e-17,10.1900389127049,0.004658792140815406,-0.006332027748563716,0.0,7500.651,2332.0,2332.0,0.0,0.2371689994895578,2332.0,21.441699999999997,2332.0,1,-0.03599807786087568,0.2582169815789726,0.2371689994895578,[],2002-05-10 20:00:00+00:00,2002-05,2002-05-10 13:31:00+00:00,-87.0,9832.651,"[{'amount': 100L, 'last_sale_price': 23.32, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.008770469848183193,-0.17947420297907124,0.0,23.54790000000001,0.0,0,-0.25990102752315797,7500.651,2419.0,2419.0,590,[],0.0
2002-05-13 20:00:00+00:00,23.94,0.03667026527217784,-0.010534900000000125,0.0,10.2361715874812,0.00465486246409476,-0.003720101192517981,0.0,7500.651,2394.0,2394.0,0.0,0.24194890754610748,2394.0,21.45693333333333,2394.0,1,-0.03599807786087568,0.2582169815789726,0.24194890754610748,[],2002-05-13 20:00:00+00:00,2002-05,2002-05-13 13:31:00+00:00,62.0,9894.651,"[{'amount': 100L, 'last_sale_price': 23.94, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.006305522284885345,-0.1048595831331823,0.0,23.581100000000006,0.0,0,-0.1528239536101744,7500.651,2332.0,2332.0,591,[],0.0
2002-05-14 20:00:00+00:00,25.61,0.0382610835336529,0.006165099999999812,-5.759750784425696e-17,10.282494451380044,0.004650942714407348,0.0032368365471478213,0.0,7500.651,2561.0,2561.0,0.0,0.25453079221292807,2561.0,21.481466666666662,2561.0,1,-0.03599807786087568,0.2582169815789726,0.25453079221292807,[],2002-05-14 20:00:00+00:00,2002-05,2002-05-14 13:31:00+00:00,167.0,10061.651,"[{'amount': 100L, 'last_sale_price': 25.61, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.01687780599841271,0.08744493757818239,0.0,23.62710000000001,0.0,0,0.13308475278058743,7500.651,2394.0,2394.0,592,[],0.0
2002-05-15 20:00:00+00:00,25.28,0.03828898050800394,0.002865099999999954,-5.3077272762433706e-17,10.32900828848565,0.004647032850028785,0.0018829600203612783,0.0,7500.651,2528.0,2528.0,0.0,0.25207777197551295,2528.0,21.503233333333327,2528.0,1,-0.03599807786087568,0.2582169815789726,0.25207777197551295,[],2002-05-15 20:00:00+00:00,2002-05,2002-05-15 13:31:00+00:00,-33.0,10028.651,"[{'amount': 100L, 'last_sale_price': 25.28, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0032797798293737745,0.05083258484689703,0.0,23.66370000000001,0.0,0,0.077206041579937,7500.651,2561.0,2561.0,593,[],0.0
2002-05-16 20:00:00+00:00,25.21,0.03825944416154651,0.002165100000000031,3.219751906169074e-19,10.375713886114747,0.0046431328294797855,0.0015932961434909326,0.0,7500.651,2521.0,2521.0,0.0,0.2515553574954865,2521.0,21.523099999999996,2521.0,1,-0.03599807786087568,0.2582169815789726,0.2515553574954865,[],2002-05-16 20:00:00+00:00,2002-05,2002-05-16 13:31:00+00:00,-7.0,10021.651,"[{'amount': 100L, 'last_sale_price': 25.21, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0006980001597421959,0.04304636307095646,0.0,23.709100000000003,0.0,0,0.06537407463590636,7500.651,2528.0,2528.0,594,[],0.0
2002-05-17 20:00:00+00:00,25.01,0.0382494268509655,0.0001651000000000291,-8.632800356919875e-18,10.4226120348299,0.004639242611524322,0.0007729085725945266,0.0,7500.651,2501.0,2501.0,0.0,0.25005871530610296,2501.0,21.538566666666664,2501.0,1,-0.03599807786087568,0.2582169815789726,0.25005871530610296,[],2002-05-17 20:00:00+00:00,2002-05,2002-05-17 13:31:00+00:00,-20.0,10001.651,"[{'amount': 100L, 'last_sale_price': 25.01, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0019956791550613806,0.02088745432231128,0.0,23.74920000000001,0.0,0,0.0316977763728054,7500.651,2521.0,2521.0,595,[],0.0
2002-05-20 20:00:00+00:00,24.740000000000002,0.038257657700265506,-0.0025349000000000066,-5.501052633550613e-18,10.469703528452891,0.004635362155167788,-0.0003326268326028165,0.0,7500.651,2474.0,2474.0,0.0,0.24802872802266465,2474.0,21.54936666666666,2474.0,1,-0.03599807786087568,0.2582169815789726,0.24802872802266465,[],2002-05-20 20:00:00+00:00,2002-05,2002-05-20 13:31:00+00:00,-27.0,9974.651,"[{'amount': 100L, 'last_sale_price': 24.740000000000002, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.0026995543035844838,-0.008987210555270388,0.0,23.783,0.0,0,-0.013619897282241672,7500.651,2501.0,2501.0,596,[],0.0
2002-05-21 20:00:00+00:00,23.46,0.03912401254070061,-0.01533490000000004,-3.5147764096173296e-17,10.516989164078158,0.00463149141965519,-0.005572277878791294,0.0,7500.651,2346.0,2346.0,0.0,0.23825359505480595,2346.0,21.55673333333333,2346.0,1,-0.03599807786087568,0.2582169815789726,0.23825359505480595,[],2002-05-21 20:00:00+00:00,2002-05,2002-05-21 13:31:00+00:00,-128.0,9846.651,"[{'amount': 100L, 'last_sale_price': 23.46, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.01283252917821387,-0.1472241548554115,0.0,23.802700000000005,0.0,0,-0.21682103196861743,7500.651,2474.0,2474.0,597,[],0.0
2002-05-22 20:00:00+00:00,24.32,0.03950238331382978,-0.006734899999999988,1.9737556071147484e-17,10.56446974208628,0.004627630364469344,-0.002002372442395544,0.0,7500.651,2432.0,2432.0,0.0,0.24484903375745307,2432.0,21.568433333333328,2432.0,1,-0.03599807786087568,0.2582169815789726,0.24484903375745307,[],2002-05-22 20:00:00+00:00,2002-05,2002-05-22 13:31:00+00:00,86.0,9932.651,"[{'amount': 100L, 'last_sale_price': 24.32, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.008733934004566679,-0.05239802555012216,0.0,23.825200000000006,0.0,0,-0.07797952679140202,7500.651,2346.0,2346.0,598,[],0.0
2002-05-23 20:00:00+00:00,25.18,0.03986762056319693,0.001865100000000064,-3.065160812978051e-17,10.612146066157532,0.0046237789493291,0.0015247768992515964,0.0,7500.651,2518.0,2518.0,0.0,0.2513312421003586,2518.0,21.584866666666663,2518.0,1,-0.03599807786087568,0.2582169815789726,0.2513312421003586,[],2002-05-23 20:00:00+00:00,2002-05,2002-05-23 13:31:00+00:00,86.0,10018.651,"[{'amount': 100L, 'last_sale_price': 25.18, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",0.008658312871357321,0.03953511483164016,0.0,23.852700000000006,0.0,0,0.059430380964937704,7500.651,2432.0,2432.0,599,[],0.0
2002-05-24 20:00:00+00:00,24.150000000000002,0.04038836202262338,-0.008434899999999912,5.2458037913538644e-17,10.660018943285486,0.004619937134187571,-0.00265489384320648,0.0,7500.651,2415.0,2415.0,0.0,0.24355435664284675,2415.0,21.603299999999997,2415.0,1,-0.03599807786087568,0.2582169815789726,0.24355435664284675,[],2002-05-24 20:00:00+00:00,2002-05,2002-05-24 13:31:00+00:00,-103.0,9915.651,"[{'amount': 100L, 'last_sale_price': 24.150000000000002, 'cost_basis': 24.993489999999998, 'sid': Equity(8 [AAPL])}]",-0.010280825232858226,-0.0679503316036434,0.0,23.875200000000003,0.0,0,-0.10043939514198115,7500.651,2518.0,2518.0,600,[],0.0
